,country_destination_encoded,country_destination
19059,8,NL
19060,10,US
19061,7,NDF
19062,7,NDF
19063,11,other
19064,1,CA
19065,2,DE
19066,10,US
19067,7,NDF
19068,7,NDF
19069,7,NDF
19070,7,NDF
19071,7,NDF
19072,10,US
19073,3,ES
19074,7,NDF
19075,10,US
19076,5,GB
19077,7,NDF
19078,4,FR
19079,7,NDF
19080,10,US
19081,10,US
19082,10,US
19083,10,US
19084,7,NDF
19085,10,US
19086,7,NDF
19087,10,US
19088,7,NDF
19089,10,US
19090,7,NDF
19091,7,NDF
19092,10,US
19093,7,NDF
19094,10,US
19095,7,NDF
19096,10,US
19097,3,ES
19098,11,other
19099,10,US
19100,10,US
19101,7,NDF
19102,10,US
19103,7,NDF
19104,10,US
19105,7,NDF
19106,7,NDF
19107,10,US
19108,10,US
19109,10,US
19110,7,NDF
19111,7,NDF
19112,7,NDF
19113,10,US
19114,7,NDF
19115,7,NDF
19116,7,NDF
19117,7,NDF
19118,7,NDF
19119,3,ES
19120,10,US
19121,8,NL
19122,2,DE
19123,7,NDF
19124,7,NDF
19125,10,US
19126,7,NDF
19127,4,FR
19128,6,IT
19129,10,US
19130,7,NDF
19131,7,NDF
19132,7,NDF
19133,6,IT
19134,10,US
19135,8,NL
19136,7,NDF
19137,1,CA
19138,10,US
19139,3,ES
19140,3,ES
19141,10,US
19142,7,NDF
19143,10,US
19144,10,US
19145,3,ES
19146,7,NDF
19147,7,NDF
19148,7,NDF
19149,7,NDF
19150,3,ES
19151,10,US
19152,7,NDF
19153,10,US
19154,10,US
19155,10,US
19156,7,NDF
19157,10,US
19158,7,NDF
19159,6,IT
19160,10,US
19161,10,US
19162,10,US
19163,10,US
19164,11,other
19165,7,NDF
19166,7,NDF
19167,10,US
19168,10,US
19169,2,DE
19170,7,NDF
19171,7,NDF
19172,7,NDF
19173,7,NDF
19174,7,NDF
19175,7,NDF
19176,11,other
19177,11,other
19178,10,US
19179,3,ES
19180,7,NDF
19181,7,NDF
19182,2,DE
19183,7,NDF
19184,7,NDF
19185,3,ES
19186,10,US
19187,11,other
19188,7,NDF
19189,7,NDF
19190,10,US
19191,10,US
19192,7,NDF
19193,4,FR
19194,10,US
19195,10,US
19196,7,NDF
19197,7,NDF
19198,7,NDF
19199,7,NDF
19200,10,US
19201,7,NDF
19202,10,US
19203,4,FR
19204,10,US
19205,7,NDF
19206,10,US
19207,7,NDF
19208,10,US
19209,10,US
19210,7,NDF
19211,10,US
19212,4,FR
19213,7,NDF
19214,10,US
19215,7,NDF
19216,7,NDF
19217,7,NDF
19218,10,US
19219,10,US
19220,10,US
19221,7,NDF
19222,10,US
19223,10,US
19224,2,DE
19225,4,FR
19226,4,FR
19227,10,US
19228,11,other
19229,11,other
19230,4,FR
19231,7,NDF
19232,11,other
19233,10,US
19234,1,CA
19235,10,US
19236,7,NDF
19237,10,US
19238,7,NDF
19239,7,NDF
19240,1,CA
19241,10,US
19242,7,NDF
19243,10,US
19244,10,US
19245,10,US
19246,7,NDF
19247,10,US
19248,11,other
19249,7,NDF
19250,7,NDF
19251,7,NDF
19252,7,NDF
19253,7,NDF
19254,7,NDF
19255,7,NDF
19256,10,US
19257,6,IT
19258,7,NDF
19259,10,US
19260,10,US
19261,10,US
19262,4,FR
19263,7,NDF
19264,7,NDF
19265,10,US
19266,7,NDF
19267,7,NDF
19268,6,IT
19269,7,NDF
19270,11,other
19271,7,NDF
19272,10,US
19273,1,CA
19274,10,US
19275,7,NDF
19276,10,US
19277,5,GB
19278,7,NDF
19279,10,US
19280,7,NDF
19281,10,US
19282,7,NDF
19283,10,US
19284,7,NDF
19285,10,US
19286,10,US
19287,3,ES
19288,7,NDF
19289,10,US
19290,10,US
19291,7,NDF
19292,7,NDF
19293,11,other
19294,7,NDF
19295,10,US
19296,7,NDF
19297,10,US
19298,7,NDF
19299,5,GB
19300,7,NDF
19301,7,NDF
19302,10,US
19303,7,NDF
19304,10,US
19305,10,US
19306,7,NDF
19307,10,US
19308,7,NDF
19309,4,FR
19310,7,NDF
19311,10,US
19312,8,NL
19313,10,US
19314,5,GB
19315,7,NDF
19316,10,US
19317,10,US
19318,7,NDF
19319,7,NDF
19320,7,NDF
19321,11,other
19322,7,NDF
19323,4,FR
19324,10,US
19325,7,NDF
19326,10,US
19327,7,NDF
19328,5,GB
19329,7,NDF
19330,7,NDF
19331,10,US
19332,10,US
19333,7,NDF
19334,7,NDF
19335,1,CA
19336,10,US
19337,7,NDF
19338,6,IT
19339,5,GB
19340,7,NDF
19341,10,US
19342,7,NDF
19343,7,NDF
19344,7,NDF
19345,7,NDF
19346,7,NDF
19347,7,NDF
19348,7,NDF
19349,7,NDF
19350,10,US
19351,11,other
19352,11,other
19353,10,US
19354,10,US
19355,10,US
19356,7,NDF
19357,11,other
19358,7,NDF
19359,4,FR
19360,7,NDF
19361,7,NDF
19362,10,US
19363,10,US
19364,10,US
19365,7,NDF
19366,7,NDF
19367,10,US
19368,10,US
19369,10,US
19370,4,FR
19371,10,US
19372,3,ES
19373,7,NDF
19374,7,NDF
19375,7,NDF
19376,7,NDF
19377,7,NDF
19378,6,IT
19379,10,US
19380,10,US
19381,7,NDF
19382,7,NDF
19383,7,NDF
19384,10,US
19385,10,US
19386,7,NDF
19387,7,NDF
19388,7,NDF
19389,10,US
19390,7,NDF
19391,3,ES
19392,7,NDF
19393,10,US
19394,7,NDF
19395,10,US
19396,10,US
19397,7,NDF
19398,11,other
19399,10,US
19400,10,US
19401,4,FR
19402,8,NL
19403,7,NDF
19404,10,US
19405,10,US
19406,7,NDF
19407,10,US
19408,7,NDF
19409,10,US
19410,7,NDF
19411,10,US
19412,4,FR
19413,7,NDF
19414,10,US
19415,7,NDF
19416,10,US
19417,7,NDF
19418,7,NDF
19419,7,NDF
19420,7,NDF
19421,7,NDF
19422,7,NDF
19423,7,NDF
19424,7,NDF
19425,5,GB
19426,4,FR
19427,10,US
19428,10,US
19429,7,NDF
19430,7,NDF
19431,7,NDF
19432,11,other
19433,10,US
19434,7,NDF
19435,10,US
19436,7,NDF
19437,7,NDF
19438,10,US
19439,10,US
19440,10,US
19441,7,NDF
19442,10,US
19443,10,US
19444,6,IT
19445,10,US
19446,10,US
19447,7,NDF
19448,7,NDF
19449,7,NDF
19450,7,NDF
19451,11,other
19452,10,US
19453,7,NDF
19454,7,NDF
19455,7,NDF
19456,7,NDF
19457,7,NDF
19458,10,US
19459,7,NDF
19460,7,NDF
19461,10,US
19462,7,NDF
19463,10,US
19464,10,US
19465,7,NDF
19466,10,US
19467,7,NDF
19468,10,US
19469,10,US
19470,7,NDF
19471,7,NDF
19472,7,NDF
19473,7,NDF
19474,11,other
19475,4,FR
19476,10,US
19477,11,other
19478,7,NDF
19479,10,US
19480,7,NDF
19481,7,NDF
19482,7,NDF
19483,10,US
19484,10,US
19485,7,NDF
19486,11,other
19487,7,NDF
19488,1,CA
19489,10,US
19490,11,other
19491,7,NDF
19492,7,NDF
19493,10,US
19494,10,US
19495,11,other
19496,7,NDF
19497,7,NDF
19498,10,US
19499,7,NDF
19500,10,US
19501,4,FR
19502,10,US
19503,10,US
19504,7,NDF
19505,6,IT
19506,10,US
19507,11,other
19508,7,NDF
19509,7,NDF
19510,10,US
19511,7,NDF
19512,7,NDF
19513,5,GB
19514,10,US
19515,10,US
19516,7,NDF
19517,10,US
19518,10,US
19519,7,NDF
19520,10,US
19521,7,NDF
19522,7,NDF
19523,7,NDF
19524,10,US
19525,4,FR
19526,7,NDF
19527,4,FR
19528,1,CA
19529,10,US
19530,7,NDF
19531,10,US
19532,7,NDF
19533,10,US
19534,7,NDF
19535,10,US
19536,11,other
19537,7,NDF
19538,7,NDF
19539,7,NDF
19540,10,US
19541,7,NDF
19542,10,US
19543,7,NDF
19544,7,NDF
19545,10,US
19546,7,NDF
19547,7,NDF
19548,6,IT
19549,7,NDF
19550,6,IT
19551,7,NDF
19552,7,NDF
19553,11,other
19554,7,NDF
19555,10,US
19556,7,NDF
19557,11,other
19558,10,US
19559,7,NDF
19560,7,NDF
19561,10,US
19562,10,US
19563,10,US
19564,7,NDF
19565,10,US
19566,7,NDF
19567,10,US
19568,7,NDF
19569,10,US
19570,10,US
19571,10,US
19572,10,US
19573,6,IT
19574,11,other
19575,7,NDF
19576,10,US
19577,10,US
19578,7,NDF
19579,7,NDF
19580,7,NDF
19581,11,other
19582,10,US
19583,7,NDF
19584,10,US
19585,10,US
19586,10,US
19587,7,NDF
19588,7,NDF
19589,7,NDF
19590,4,FR
19591,11,other
19592,7,NDF
19593,3,ES
19594,10,US
19595,10,US
19596,5,GB
19597,10,US
19598,10,US
19599,7,NDF
19600,10,US
19601,7,NDF
19602,7,NDF
19603,10,US
19604,10,US
19605,3,ES
19606,7,NDF
19607,7,NDF
19608,7,NDF
19609,7,NDF
19610,7,NDF
19611,10,US
19612,7,NDF
19613,10,US
19614,7,NDF
19615,10,US
19616,3,ES
19617,11,other
19618,7,NDF
19619,11,other
19620,7,NDF
19621,7,NDF
19622,7,NDF
19623,10,US
19624,10,US
19625,7,NDF
19626,10,US
19627,7,NDF
19628,6,IT
19629,10,US
19630,10,US
19631,7,NDF
19632,7,NDF
19633,7,NDF
19634,10,US
19635,7,NDF
19636,10,US
19637,7,NDF
19638,10,US
19639,7,NDF
19640,10,US
19641,7,NDF
19642,10,US
19643,7,NDF
19644,7,NDF
19645,7,NDF
19646,7,NDF
19647,10,US
19648,6,IT
19649,7,NDF
19650,11,other
19651,11,other
19652,7,NDF
19653,7,NDF
19654,7,NDF
19655,7,NDF
19656,7,NDF
19657,10,US
19658,7,NDF
19659,11,other
19660,10,US
19661,10,US
19662,7,NDF
19663,10,US
19664,3,ES
19665,7,NDF
19666,7,NDF
19667,10,US
19668,7,NDF
19669,6,IT
19670,7,NDF
19671,7,NDF
19672,10,US
19673,7,NDF
19674,7,NDF
19675,10,US
19676,7,NDF
19677,6,IT
19678,7,NDF
19679,7,NDF
19680,10,US
19681,7,NDF
19682,7,NDF
19683,11,other
19684,10,US
19685,10,US
19686,7,NDF
19687,7,NDF
19688,7,NDF
19689,10,US
19690,7,NDF
19691,7,NDF
19692,7,NDF
19693,7,NDF
19694,6,IT
19695,10,US
19696,7,NDF
19697,7,NDF
19698,7,NDF
19699,10,US
19700,5,GB
19701,7,NDF
19702,7,NDF
19703,10,US
19704,2,DE
19705,7,NDF
19706,7,NDF
19707,7,NDF
19708,5,GB
19709,7,NDF
19710,7,NDF
19711,7,NDF
19712,11,other
19713,7,NDF
19714,10,US
19715,11,other
19716,7,NDF
19717,7,NDF
19718,6,IT
19719,6,IT
19720,6,IT
19721,10,US
19722,10,US
19723,7,NDF
19724,7,NDF
19725,10,US
19726,10,US
19727,1,CA
19728,10,US
19729,3,ES
19730,10,US
19731,3,ES
19732,6,IT
19733,10,US
19734,7,NDF
19735,10,US
19736,10,US
19737,10,US
19738,7,NDF
19739,3,ES
19740,7,NDF
19741,7,NDF
19742,7,NDF
19743,10,US
19744,10,US
19745,2,DE
19746,10,US
19747,7,NDF
19748,10,US
19749,6,IT
19750,10,US
19751,7,NDF
19752,7,NDF
19753,7,NDF
19754,7,NDF
19755,7,NDF
19756,6,IT
19757,7,NDF
19758,10,US
19759,7,NDF
19760,10,US
19761,7,NDF
19762,7,NDF
19763,7,NDF
19764,7,NDF
19765,10,US
19766,10,US
19767,7,NDF
19768,11,other
19769,10,US
19770,10,US
19771,7,NDF
19772,7,NDF
19773,4,FR
19774,7,NDF
19775,10,US
19776,10,US
19777,8,NL
19778,10,US
19779,7,NDF
19780,7,NDF
19781,7,NDF
19782,7,NDF
19783,10,US
19784,7,NDF
19785,7,NDF
19786,10,US
19787,7,NDF
19788,7,NDF
19789,7,NDF
19790,7,NDF
19791,7,NDF
19792,4,FR
19793,10,US
19794,10,US
19795,7,NDF
19796,10,US
19797,11,other
19798,10,US
19799,10,US
19800,10,US
19801,7,NDF
19802,10,US
19803,10,US
19804,2,DE
19805,7,NDF
19806,10,US
19807,7,NDF
19808,7,NDF
19809,7,NDF
19810,7,NDF
19811,7,NDF
19812,7,NDF
19813,10,US
19814,10,US
19815,7,NDF
19816,3,ES
19817,11,other
19818,7,NDF
19819,4,FR
19820,7,NDF
19821,10,US
19822,7,NDF
19823,2,DE
19824,7,NDF
19825,7,NDF
19826,11,other
19827,7,NDF
19828,4,FR
19829,7,NDF
19830,7,NDF
19831,10,US
19832,7,NDF
19833,10,US
19834,10,US
19835,10,US
19836,10,US
19837,7,NDF
19838,10,US
19839,7,NDF
19840,7,NDF
19841,7,NDF
19842,7,NDF
19843,10,US
19844,10,US
19845,7,NDF
19846,7,NDF
19847,2,DE
19848,7,NDF
19849,7,NDF
19850,4,FR
19851,7,NDF
19852,7,NDF
19853,7,NDF
19854,10,US
19855,5,GB
19856,3,ES
19857,5,GB
19858,7,NDF
19859,10,US
19860,6,IT
19861,7,NDF
19862,10,US
19863,7,NDF
19864,10,US
19865,11,other
19866,7,NDF
19867,7,NDF
19868,7,NDF
19869,7,NDF
19870,7,NDF
19871,6,IT
19872,10,US
19873,7,NDF
19874,10,US
19875,6,IT
19876,7,NDF
19877,10,US
19878,4,FR
19879,4,FR
19880,7,NDF
19881,10,US
19882,7,NDF
19883,10,US
19884,10,US
19885,7,NDF
19886,7,NDF
19887,7,NDF
19888,10,US
19889,3,ES
19890,7,NDF
19891,10,US
19892,10,US
19893,10,US
19894,7,NDF
19895,7,NDF
19896,10,US
19897,7,NDF
19898,7,NDF
19899,10,US
19900,11,other
19901,7,NDF
19902,7,NDF
19903,10,US
19904,7,NDF
19905,7,NDF
19906,10,US
19907,7,NDF
19908,11,other
19909,10,US
19910,10,US
19911,11,other
19912,10,US
19913,7,NDF
19914,7,NDF
19915,5,GB
19916,4,FR
19917,7,NDF
19918,10,US
19919,10,US
19920,10,US
19921,4,FR
19922,7,NDF
19923,5,GB
19924,10,US
19925,7,NDF
19926,7,NDF
19927,10,US
19928,7,NDF
19929,1,CA
19930,11,other
19931,11,other
19932,7,NDF
19933,10,US
19934,10,US
19935,4,FR
19936,10,US
19937,7,NDF
19938,11,other
19939,7,NDF
19940,10,US
19941,10,US
19942,7,NDF
19943,7,NDF
19944,10,US
19945,10,US
19946,10,US
19947,10,US
19948,7,NDF
19949,7,NDF
19950,7,NDF
19951,7,NDF
19952,10,US
19953,7,NDF
19954,11,other
19955,5,GB
19956,7,NDF
19957,7,NDF
19958,10,US
19959,10,US
19960,4,FR
19961,10,US
19962,7,NDF
19963,4,FR
19964,7,NDF
19965,10,US
19966,4,FR
19967,10,US
19968,10,US
19969,7,NDF
19970,10,US
19971,10,US
19972,10,US
19973,7,NDF
19974,10,US
19975,7,NDF
19976,7,NDF
19977,7,NDF
19978,11,other
19979,11,other
19980,7,NDF
19981,7,NDF
19982,7,NDF
19983,7,NDF
19984,10,US
19985,10,US
19986,10,US
19987,10,US
19988,1,CA
19989,10,US
19990,10,US
19991,10,US
19992,7,NDF
19993,7,NDF
19994,10,US
19995,7,NDF
19996,10,US
19997,4,FR
19998,7,NDF
19999,10,US
20000,10,US
20001,6,IT
20002,7,NDF
20003,10,US
20004,10,US
20005,7,NDF
20006,10,US
20007,7,NDF
20008,7,NDF
20009,7,NDF
20010,7,NDF
20011,7,NDF
20012,10,US
20013,10,US
20014,7,NDF
20015,10,US
20016,7,NDF
20017,4,FR
20018,10,US
20019,10,US
20020,9,PT
20021,7,NDF
20022,7,NDF
20023,7,NDF
20024,7,NDF
20025,7,NDF
20026,3,ES
20027,10,US
20028,10,US
20029,7,NDF
20030,10,US
20031,10,US
20032,7,NDF
20033,10,US
20034,7,NDF
20035,7,NDF
20036,7,NDF
20037,10,US
20038,7,NDF
20039,7,NDF
20040,10,US
20041,7,NDF
20042,7,NDF
20043,7,NDF
20044,11,other
20045,4,FR
20046,7,NDF
20047,3,ES
20048,10,US
20049,7,NDF
20050,7,NDF
20051,7,NDF
20052,7,NDF
20053,10,US
20054,10,US
20055,7,NDF
20056,1,CA
20057,7,NDF
20058,7,NDF
20059,10,US
20060,10,US
20061,10,US
20062,10,US
20063,10,US
20064,10,US
20065,7,NDF
20066,7,NDF
20067,7,NDF
20068,10,US
20069,10,US
20070,7,NDF
20071,11,other
20072,7,NDF
20073,7,NDF
20074,7,NDF
20075,10,US
20076,7,NDF
20077,7,NDF
20078,11,other
20079,7,NDF
20080,10,US
20081,10,US
20082,4,FR
20083,7,NDF
20084,7,NDF
20085,7,NDF
20086,10,US
20087,10,US
20088,7,NDF
20089,7,NDF
20090,4,FR
20091,10,US
20092,10,US
20093,10,US
20094,5,GB
20095,10,US
20096,10,US
20097,7,NDF
20098,10,US
20099,10,US
20100,6,IT
20101,7,NDF
20102,7,NDF
20103,7,NDF
20104,7,NDF
20105,7,NDF
20106,10,US
20107,7,NDF
20108,3,ES
20109,10,US
20110,7,NDF
20111,10,US
20112,10,US
20113,7,NDF
20114,10,US
20115,7,NDF
20116,7,NDF
20117,10,US
20118,10,US
20119,7,NDF
20120,7,NDF
20121,6,IT
20122,7,NDF
20123,11,other
20124,7,NDF
20125,10,US
20126,7,NDF
20127,10,US
20128,3,ES
20129,7,NDF
20130,7,NDF
20131,6,IT
20132,7,NDF
20133,11,other
20134,7,NDF
20135,11,other
20136,7,NDF
20137,7,NDF
20138,7,NDF
20139,7,NDF
20140,7,NDF
20141,2,DE
20142,7,NDF
20143,7,NDF
20144,10,US
20145,10,US
20146,4,FR
20147,7,NDF
20148,7,NDF
20149,7,NDF
20150,7,NDF
20151,11,other
20152,10,US
20153,10,US
20154,10,US
20155,1,CA
20156,10,US
20157,7,NDF
20158,7,NDF
20159,11,other
20160,10,US
20161,7,NDF
20162,7,NDF
20163,3,ES
20164,10,US
20165,7,NDF
20166,7,NDF
20167,10,US
20168,7,NDF
20169,2,DE
20170,7,NDF
20171,10,US
20172,10,US
20173,7,NDF
20174,7,NDF
20175,7,NDF
20176,7,NDF
20177,7,NDF
20178,7,NDF
20179,7,NDF
20180,10,US
20181,10,US
20182,5,GB
20183,10,US
20184,7,NDF
20185,7,NDF
20186,10,US
20187,7,NDF
20188,7,NDF
20189,10,US
20190,7,NDF
20191,7,NDF
20192,10,US
20193,7,NDF
20194,10,US
20195,4,FR
20196,10,US
20197,7,NDF
20198,7,NDF
20199,7,NDF
20200,4,FR
20201,7,NDF
20202,7,NDF
20203,7,NDF
20204,10,US
20205,10,US
20206,7,NDF
20207,6,IT
20208,7,NDF
20209,10,US
20210,5,GB
20211,10,US
20212,6,IT
20213,10,US
20214,7,NDF
20215,7,NDF
20216,7,NDF
20217,7,NDF
20218,7,NDF
20219,7,NDF
20220,7,NDF
20221,10,US
20222,7,NDF
20223,7,NDF
20224,7,NDF
20225,7,NDF
20226,7,NDF
20227,7,NDF
20228,10,US
20229,10,US
20230,11,other
20231,3,ES
20232,7,NDF
20233,7,NDF
20234,5,GB
20235,7,NDF
20236,10,US
20237,10,US
20238,10,US
20239,10,US
20240,4,FR
20241,6,IT
20242,7,NDF
20243,7,NDF
20244,7,NDF
20245,2,DE
20246,5,GB
20247,6,IT
20248,7,NDF
20249,7,NDF
20250,7,NDF
20251,10,US
20252,10,US
20253,7,NDF
20254,7,NDF
20255,7,NDF
20256,7,NDF
20257,10,US
20258,7,NDF
20259,10,US
20260,10,US
20261,10,US
20262,10,US
20263,10,US
20264,10,US
20265,7,NDF
20266,10,US
20267,10,US
20268,10,US
20269,7,NDF
20270,10,US
20271,7,NDF
20272,10,US
20273,10,US
20274,7,NDF
20275,7,NDF
20276,5,GB
20277,10,US
20278,3,ES
20279,8,NL
20280,7,NDF
20281,10,US
20282,7,NDF
20283,5,GB
20284,4,FR
20285,10,US
20286,10,US
20287,10,US
20288,7,NDF
20289,7,NDF
20290,7,NDF
20291,10,US
20292,7,NDF
20293,3,ES
20294,7,NDF
20295,7,NDF
20296,6,IT
20297,10,US
20298,7,NDF
20299,2,DE
20300,10,US
20301,10,US
20302,7,NDF
20303,10,US
20304,10,US
20305,10,US
20306,7,NDF
20307,10,US
20308,10,US
20309,7,NDF
20310,4,FR
20311,7,NDF
20312,7,NDF
20313,7,NDF
20314,7,NDF
20315,7,NDF
20316,7,NDF
20317,10,US
20318,10,US
20319,10,US
20320,7,NDF
20321,7,NDF
20322,7,NDF
20323,7,NDF
20324,10,US
20325,7,NDF
20326,4,FR
20327,11,other
20328,7,NDF
20329,10,US
20330,2,DE
20331,10,US
20332,10,US
20333,7,NDF
20334,7,NDF
20335,4,FR
20336,10,US
20337,10,US
20338,10,US
20339,10,US
20340,10,US
20341,7,NDF
20342,7,NDF
20343,7,NDF
20344,10,US
20345,10,US
20346,7,NDF
20347,7,NDF
20348,10,US
20349,7,NDF
20350,10,US
20351,7,NDF
20352,7,NDF
20353,7,NDF
20354,6,IT
20355,7,NDF
20356,7,NDF
20357,11,other
20358,9,PT
20359,7,NDF
20360,7,NDF
20361,7,NDF
20362,10,US
20363,7,NDF
20364,10,US
20365,7,NDF
20366,7,NDF
20367,5,GB
20368,4,FR
20369,7,NDF
20370,10,US
20371,10,US
20372,7,NDF
20373,7,NDF
20374,10,US
20375,11,other
20376,10,US
20377,7,NDF
20378,7,NDF
20379,7,NDF
20380,11,other
20381,10,US
20382,7,NDF
20383,7,NDF
20384,10,US
20385,7,NDF
20386,7,NDF
20387,7,NDF
20388,10,US
20389,10,US
20390,7,NDF
20391,4,FR
20392,4,FR
20393,7,NDF
20394,10,US
20395,7,NDF
20396,10,US
20397,7,NDF
20398,10,US
20399,7,NDF
20400,7,NDF
20401,7,NDF
20402,7,NDF
20403,6,IT
20404,7,NDF
20405,7,NDF
20406,7,NDF
20407,7,NDF
20408,7,NDF
20409,10,US
20410,7,NDF
20411,7,NDF
20412,7,NDF
20413,10,US
20414,10,US
20415,3,ES
20416,7,NDF
20417,7,NDF
20418,7,NDF
20419,7,NDF
20420,7,NDF
20421,7,NDF
20422,7,NDF
20423,4,FR
20424,3,ES
20425,7,NDF
20426,10,US
20427,4,FR
20428,7,NDF
20429,7,NDF
20430,7,NDF
20431,10,US
20432,7,NDF
20433,3,ES
20434,7,NDF
20435,7,NDF
20436,6,IT
20437,7,NDF
20438,4,FR
20439,10,US
20440,10,US
20441,7,NDF
20442,4,FR
20443,10,US
20444,7,NDF
20445,3,ES
20446,10,US
20447,7,NDF
20448,7,NDF
20449,7,NDF
20450,4,FR
20451,7,NDF
20452,10,US
20453,7,NDF
20454,7,NDF
20455,7,NDF
20456,7,NDF
20457,7,NDF
20458,7,NDF
20459,2,DE
20460,7,NDF
20461,10,US
20462,10,US
20463,7,NDF
20464,11,other
20465,4,FR
20466,7,NDF
20467,10,US
20468,7,NDF
20469,10,US
20470,5,GB
20471,10,US
20472,7,NDF
20473,6,IT
20474,10,US
20475,10,US
20476,5,GB
20477,7,NDF
20478,10,US
20479,10,US
20480,7,NDF
20481,10,US
20482,10,US
20483,7,NDF
20484,10,US
20485,7,NDF
20486,7,NDF
20487,7,NDF
20488,7,NDF
20489,7,NDF
20490,10,US
20491,11,other
20492,5,GB
20493,7,NDF
20494,7,NDF
20495,7,NDF
20496,7,NDF
20497,10,US
20498,10,US
20499,7,NDF
20500,7,NDF
20501,7,NDF
20502,10,US
20503,7,NDF
20504,5,GB
20505,11,other
20506,10,US
20507,10,US
20508,7,NDF
20509,10,US
20510,7,NDF
20511,10,US
20512,10,US
20513,7,NDF
20514,6,IT
20515,10,US
20516,7,NDF
20517,7,NDF
20518,7,NDF
20519,7,NDF
20520,7,NDF
20521,10,US
20522,10,US
20523,7,NDF
20524,7,NDF
20525,7,NDF
20526,7,NDF
20527,10,US
20528,7,NDF
20529,7,NDF
20530,10,US
20531,10,US
20532,7,NDF
20533,10,US
20534,7,NDF
20535,10,US
20536,5,GB
20537,7,NDF
20538,10,US
20539,10,US
20540,7,NDF
20541,7,NDF
20542,4,FR
20543,10,US
20544,10,US
20545,11,other
20546,10,US
20547,7,NDF
20548,7,NDF
20549,7,NDF
20550,6,IT
20551,10,US
20552,10,US
20553,1,CA
20554,7,NDF
20555,4,FR
20556,7,NDF
20557,5,GB
20558,7,NDF
20559,7,NDF
20560,11,other
20561,7,NDF
20562,10,US
20563,10,US
20564,7,NDF
20565,10,US
20566,10,US
20567,4,FR
20568,7,NDF
20569,10,US
20570,10,US
20571,11,other
20572,11,other
20573,2,DE
20574,10,US
20575,7,NDF
20576,10,US
20577,10,US
20578,10,US
20579,7,NDF
20580,7,NDF
20581,10,US
20582,7,NDF
20583,10,US
20584,10,US
20585,7,NDF
20586,7,NDF
20587,7,NDF
20588,10,US
20589,7,NDF
20590,3,ES
20591,7,NDF
20592,7,NDF
20593,7,NDF
20594,7,NDF
20595,7,NDF
20596,10,US
20597,7,NDF
20598,10,US
20599,7,NDF
20600,10,US
20601,10,US
20602,7,NDF
20603,7,NDF
20604,7,NDF
20605,1,CA
20606,7,NDF
20607,10,US
20608,7,NDF
20609,7,NDF
20610,10,US
20611,10,US
20612,10,US
20613,7,NDF
20614,7,NDF
20615,10,US
20616,7,NDF
20617,10,US
20618,10,US
20619,10,US
20620,6,IT
20621,8,NL
20622,10,US
20623,11,other
20624,7,NDF
20625,7,NDF
20626,7,NDF
20627,7,NDF
20628,11,other
20629,4,FR
20630,7,NDF
20631,7,NDF
20632,7,NDF
20633,7,NDF
20634,1,CA
20635,7,NDF
20636,7,NDF
20637,10,US
20638,7,NDF
20639,11,other
20640,11,other
20641,7,NDF
20642,10,US
20643,7,NDF
20644,6,IT
20645,7,NDF
20646,7,NDF
20647,7,NDF
20648,10,US
20649,7,NDF
20650,10,US
20651,7,NDF
20652,6,IT
20653,7,NDF
20654,10,US
20655,3,ES
20656,10,US
20657,7,NDF
20658,7,NDF
20659,7,NDF
20660,7,NDF
20661,10,US
20662,4,FR
20663,10,US
20664,7,NDF
20665,10,US
20666,11,other
20667,10,US
20668,7,NDF
20669,2,DE
20670,7,NDF
20671,7,NDF
20672,7,NDF
20673,7,NDF
20674,11,other
20675,4,FR
20676,7,NDF
20677,0,AU
20678,7,NDF
20679,7,NDF
20680,7,NDF
20681,10,US
20682,7,NDF
20683,10,US
20684,10,US
20685,10,US
20686,6,IT
20687,11,other
20688,7,NDF
20689,7,NDF
20690,7,NDF
20691,7,NDF
20692,7,NDF
20693,5,GB
20694,7,NDF
20695,7,NDF
20696,4,FR
20697,7,NDF
20698,6,IT
20699,7,NDF
20700,10,US
20701,10,US
20702,10,US
20703,10,US
20704,10,US
20705,10,US
20706,3,ES
20707,11,other
20708,10,US
20709,10,US
20710,10,US
20711,7,NDF
20712,7,NDF
20713,2,DE
20714,11,other
20715,7,NDF
20716,10,US
20717,10,US
20718,7,NDF
20719,10,US
20720,10,US
20721,7,NDF
20722,7,NDF
20723,7,NDF
20724,4,FR
20725,7,NDF
20726,7,NDF
20727,10,US
20728,10,US
20729,7,NDF
20730,10,US
20731,10,US
20732,7,NDF
20733,10,US
20734,7,NDF
20735,7,NDF
20736,10,US
20737,10,US
20738,7,NDF
20739,11,other
20740,11,other
20741,1,CA
20742,7,NDF
20743,7,NDF
20744,7,NDF
20745,10,US
20746,7,NDF
20747,7,NDF
20748,7,NDF
20749,10,US
20750,7,NDF
20751,10,US
20752,10,US
20753,10,US
20754,7,NDF
20755,7,NDF
20756,10,US
20757,7,NDF
20758,10,US
20759,10,US
20760,10,US
20761,10,US
20762,7,NDF
20763,2,DE
20764,7,NDF
20765,7,NDF
20766,10,US
20767,10,US
20768,10,US
20769,1,CA
20770,10,US
20771,10,US
20772,7,NDF
20773,7,NDF
20774,4,FR
20775,10,US
20776,10,US
20777,11,other
20778,7,NDF
20779,7,NDF
20780,7,NDF
20781,10,US
20782,10,US
20783,10,US
20784,7,NDF
20785,10,US
20786,7,NDF
20787,5,GB
20788,10,US
